Unnamed: 0,Veh. Reg,Date,Del. No,Specifications,Tonagge,Unnamed: 6
77.0,KDB 072T,8/31/2021,22250.0,0-6,23.1,
78.0,KDB 072T,8/31/2021,22230.0,0-3,23.1,
79.0,KDB 072T,8/31/2021,22203.0,0-6,23.96,
80.0,KDC 255G,8/31/2021,22341.0,0-40,22.54,
81.0,KDC 255G,8/31/2021,22223.0,0-6,21.24,
82.0,KDC 255G,8/31/2021,22312.0,0-6,20.3,
83.0,KDC 255G,8/31/2021,22293.0,0-6,19.0,
84.0,KDC 255G,8/31/2021,22265.0,0-6,18.74,
85.0,KDC 255G,8/31/2021,22249.0,0-6,18.9,
86.0,KDC 255G,8/31/2021,22197.0,0-6,16.12,
87.0,KDC 255G,8/31/2021,22176.0,0-6,21.16,
88.0,KDB 072T,9/1/2021,22396.0,0-40,20.36,
