,Veh. Reg,Date,Del. No,Specifications,Tonagge
65,KDB 231N,9/13/2021,26030,0-40, 24.66 
66,KDD 124X,9/14/2021,28122,0-40, 25.60 
67,KDD 124X,9/14/2021,28152,0-40, 23.14 
68,KRS 389Z,9/12/2021,25854,5-10, 24.32 
69,KRS 389Z,9/11/2021,25480,5-10, 25.22 
70,KRS 389Z,9/11/2021,25398,5-10, 22.40 
71,KRS 389Z,9/13/2021,25907,10-14, 27.32 
72,KRS 389Z,9/12/2021,25596,0-3, 24.96 
73,KRS 389Z,9/12/2021,25742,0-3, 29.60 
74,KCC 307C,9/13/2021,25972,0-40, 24.74 
75,KCC 307C,9/13/2021,25878,10-14, 21.34 
76,KCC 307C,9/13/2021,25845,0-3, 19.84 
77,KCC 307C,9/13/2021,25923,0-40, 21.94 
78,KBZ 301S,9/12/2021,25780,10-14, 21.50 
79,KBZ 301S,9/13/2021,25883,10-14, 22.68 
80,KBZ 301S,9/13/2021,25847,0-3, 23.72 
81,KCY 318N,9/13/2021,25891,10-14, 17.82 
82,KCY 318N,9/13/2021,25859,0-3, 19.00 
83,KCY 318N,9/13/2021,25983,0-40, 20.00 
84,KCY 318N,9/13/2021,25942,0-40, 20.88 
85,KDB 072T,9/13/2021,25980,0-6, 22.12 
86,KDB 072T,9/13/2021,25933,0-6, 19.92 
87,KDB 072T,9/13/2021,25909,0-6, 20.70 
88,KDB 072T,9/13/2021,25834,0-6, 22.82 
89,KDB 204L,9/13/2021,25955,0-6, 24.78 
90,KDB 204L,9/13/2021,25928,0-6, 21.66 
91,KDB 204L,9/13/2021,25905,0-6, 23.94 
92,KDB 204L,9/13/2021,25871,0-6, 23.60 
93,KDB 204L,9/12/2021,25719,0-40, 24.82 
94,KDB 244Z,9/13/2021,25932,0-40, 19.42 
95,KDB 244Z,9/13/2021,25900,10-14, 20.36 
96,KDB 244Z,9/13/2021,25971,0-40, 23.12 
97,KDB 231N,9/13/2021,26011,0-40, 25.58 
98,KDB 231N,9/14/2021,26124,0-40, 25.48 
99,KDB 231N,9/14/2021,26155,0-40, 21.18 
100,KDB 231N,9/14/2021,26201,0-3, 21.62 
101,KDB 206W,9/13/2021,28048,0-40, 27.30 
102,KDB 206W,9/14/2021,28088,0-40, 30.90 
103,KDB 206W,9/13/2021,28021,0-40, 25.18 
